IDLieu,Ville,Etat,Region
HG-14845_19120,Philadelphia,Pennsylvania,East 
BS-11590_10011,New York City,New York,East 
JD-16015_19120,Philadelphia,Pennsylvania,East 
CS-12250_98103,Seattle,Washington,West 
FC-14245_90032,Los Angeles,California,West 
SE-20110_97477,Springfield,Oregon,West 
CK-12205_98059,Renton,Washington,West 
DS-13030_10009,New York City,New York,East 
SA-20830_95123,San Jose,California,West 
TP-21565_75051,Grand Prairie,Texas,Central
CC-12430_10009,New York City,New York,East 
LA-16780_38109,Memphis,Tennessee,South
AW-10930_19143,Philadelphia,Pennsylvania,East 
BP-11230_90004,Los Angeles,California,West 
DB-13360_6708,Waterbury,Connecticut,East 
PC-19000_85224,Chandler,Arizona,West 
TB-21595_45503,Springfield,Ohio,East 
TB-21250_78745,Austin,Texas,Central
MV-18190_48234,Detroit,Michigan,Central
DK-12835_22153,Springfield,Virginia,South
PK-19075_10011,New York City,New York,East 
AH-10120_75217,Dallas,Texas,Central
GM-14455_3301,Concord,New Hampshire,East 
BD-11725_70506,Lafayette,Louisiana,South
RM-19375_27604,Raleigh,North Carolina,South
BW-11110_99207,Spokane,Washington,West 
GT-14710_77041,Houston,Texas,Central
AH-10120_40214,Louisville,Kentucky,South
DR-12940_33021,Hollywood,Florida,South
DL-13495_85224,Chandler,Arizona,West 
BD-11620_19120,Philadelphia,Pennsylvania,East 
HW-14935_74133,Tulsa,Oklahoma,Central
JO-15145_84020,Draper,Utah,West 
RD-19660_94601,Oakland,California,West 
DO-13645_1841,Lawrence,Massachusetts,East 
CC-12370_19120,Philadelphia,Pennsylvania,East 
SH-20395_28540,Jacksonville,North Carolina,South
FC-14335_60610,Chicago,Illinois,Central
JG-15160_83201,Pocatello,Idaho,West 
LC-16885_75023,Plano,Texas,Central
CC-12220_10024,New York City,New York,East 
BW-11110_10024,New York City,New York,East 
JJ-15445_60623,Chicago,Illinois,Central
TT-21460_77095,Houston,Texas,Central
EH-13990_6450,Meriden,Connecticut,East 
PR-18880_60025,Glenview,Illinois,Central
BT-11680_77036,Houston,Texas,Central
EC-14050_94110,San Francisco,California,West 
SP-20650_10009,New York City,New York,East 
AJ-10780_21215,Baltimore,Maryland,East 
AS-10630_40214,Louisville,Kentucky,South
AA-10375_37087,Lebanon,Tennessee,South
EH-13945_90008,Los Angeles,California,West 
DB-13270_2908,Providence,Rhode Island,East 
CC-12100_48234,Detroit,Michigan,Central
VT-21700_77070,Houston,Texas,Central
DB-13060_38401,Columbia,Tennessee,South
BS-11590_19140,Philadelphia,Pennsylvania,East 
NR-18550_33024,Pembroke Pines,Florida,South
KN-16390_10011,New York City,New York,East 
JW-16075_28540,Jacksonville,North Carolina,South
JM-15535_10011,New York City,New York,East 
MF-18250_19120,Philadelphia,Pennsylvania,East 
FA-14230_32839,Orlando,Florida,South
KH-16510_77095,Houston,Texas,Central
SS-20515_40214,Louisville,Kentucky,South
LC-17050_44256,Medina,Ohio,East 
VW-21775_10011,New York City,New York,East 
LD-16855_60653,Chicago,Illinois,Central
SP-20545_19143,Philadelphia,Pennsylvania,East 
DK-13150_10009,New York City,New York,East 
FC-14245_94109,San Francisco,California,West 
RD-19480_94122,San Francisco,California,West 
AR-10540_49201,Jackson,Michigan,Central
CC-12100_19120,Philadelphia,Pennsylvania,East 
CA-11965_2886,Warwick,Rhode Island,East 
BT-11530_10024,New York City,New York,East 
MG-17875_79907,El Paso,Texas,Central
TP-21130_55901,Rochester,Minnesota,Central
GT-14710_14215,Buffalo,New York,East 
FH-14365_37918,Knoxville,Tennessee,South
HK-14890_19711,Newark,Delaware,East 
CC-12220_98103,Seattle,Washington,West 
DP-13000_44105,Cleveland,Ohio,East 
VF-21715_60126,Elmhurst,Illinois,Central
GH-14410_55044,Lakeville,Minnesota,Central
JH-16180_10035,New York City,New York,East 
RB-19465_90036,Los Angeles,California,West 
LS-16975_60653,Chicago,Illinois,Central
EB-13750_14215,Buffalo,New York,East 
DK-12835_95661,Roseville,California,West 
SC-20260_76017,Arlington,Texas,Central
CT-11995_1841,Lawrence,Massachusetts,East 
CB-12025_76706,Waco,Texas,Central
KM-16720_77095,Houston,Texas,Central
RD-19720_98105,Seattle,Washington,West 
BP-11050_7060,Plainfield,New Jersey,East 
EJ-13720_90008,Los Angeles,California,West 
RO-19780_22204,Arlington,Virginia,South
MS-17530_98105,Seattle,Washington,West 
DW-13585_98026,Edmonds,Washington,West 
AM-10705_24153,Salem,Virginia,South
BG-11740_33445,Delray Beach,Florida,South
KB-16585_94110,San Francisco,California,West 
GT-14710_10024,New York City,New York,East 
SV-20815_46203,Indianapolis,Indiana,Central
GG-14650_43229,Columbus,Ohio,East 
SV-20785_32216,Jacksonville,Florida,South
ON-18715_20735,Clinton,Maryland,East 
RA-19945_80022,Commerce City,Colorado,West 
SV-20785_92704,Santa Ana,California,West 
KB-16585_20735,Clinton,Maryland,East 
AG-10495_90049,Los Angeles,California,West 
JK-16090_40214,Louisville,Kentucky,South
MV-18190_90045,Los Angeles,California,West 
CP-12085_65807,Springfield,Missouri,Central
VP-21760_94109,San Francisco,California,West 
PM-18940_77590,Texas City,Texas,Central
TB-21400_10024,New York City,New York,East 
EH-13990_98006,Bellevue,Washington,West 
GW-14605_10024,New York City,New York,East 
NP-18685_27893,Wilson,North Carolina,South
JE-15715_98115,Seattle,Washington,West 
BE-11455_65807,Springfield,Missouri,Central
SS-20590_94109,San Francisco,California,West 
MB-18085_28205,Charlotte,North Carolina,South
RP-19390_10011,New York City,New York,East 
AJ-10780_44052,Lorain,Ohio,East 
PO-18865_46203,Indianapolis,Indiana,Central
WB-21850_97756,Redmond,Oregon,West 
MP-18175_97477,Springfield,Oregon,West 
BF-11020_76017,Arlington,Texas,Central
KM-16375_85234,Gilbert,Arizona,West 
DB-13405_1841,Lawrence,Massachusetts,East 
OT-18730_23464,Virginia Beach,Virginia,South
JS-15880_75061,Irving,Texas,Central
CA-12775_8360,Vineland,New Jersey,East 
MH-18115_31907,Columbus,Georgia,South
RB-19645_90032,Los Angeles,California,West 
SB-20290_92024,San Diego,California,West 
TW-21025_22901,Charlottesville,Virginia,South
DL-13330_46226,Lawrence,Indiana,Central
SD-20485_85023,Phoenix,Arizona,West 
TB-21055_6450,Meriden,Connecticut,East 
DP-13390_53132,Franklin,Wisconsin,Central
DE-13255_90008,Los Angeles,California,West 
MC-18100_61701,Bloomington,Illinois,Central
HG-15025_90032,Los Angeles,California,West 
CM-11815_94109,San Francisco,California,West 
RP-19855_77095,Houston,Texas,Central
LS-17200_53209,Milwaukee,Wisconsin,Central
DR-12940_70601,Lake Charles,Louisiana,South
CC-12475_21215,Baltimore,Maryland,East 
SS-20515_53132,Franklin,Wisconsin,Central
JF-15190_10024,New York City,New York,East 
SW-20455_92024,San Diego,California,West 
SG-20470_27893,Wilson,North Carolina,South
CS-12355_90805,Long Beach,California,West 
SC-20695_33311,Fort Lauderdale,Florida,South
BF-11170_21215,Baltimore,Maryland,East 
GZ-14470_87124,Rio Rancho,New Mexico,West 
SP-20650_95207,Stockton,California,West 
PJ-19015_43229,Columbus,Ohio,East 
DB-13060_60076,Skokie,Illinois,Central
CK-12325_71901,Hot Springs,Arkansas,South
SF-20065_27534,Goldsboro,North Carolina,South
DP-13105_90032,Los Angeles,California,West 
VM-21835_3060,Nashua,New Hampshire,East 
SF-20200_98103,Seattle,Washington,West 
MF-17665_33180,Miami,Florida,South
BV-11245_37167,Smyrna,Tennessee,South
KE-16420_80013,Aurora,Colorado,West 
EM-14200_33142,Miami,Florida,South
BT-11680_94122,San Francisco,California,West 
MM-18055_60623,Chicago,Illinois,Central
PO-18850_90008,Los Angeles,California,West 
SP-20860_3820,Dover,New Hampshire,East 
CS-12355_43017,Dublin,Ohio,East 
KB-16600_10009,New York City,New York,East 
AA-10375_10035,New York City,New York,East 
BP-11155_7501,Paterson,New Jersey,East 
TC-21145_8701,Lakewood,New Jersey,East 
BG-11035_27405,Greensboro,North Carolina,South
DB-12970_10035,New York City,New York,East 
RL-19615_60623,Chicago,Illinois,Central
SJ-20215_60653,Chicago,Illinois,Central
CS-12175_8701,Lakewood,New Jersey,East 
NC-18535_85023,Phoenix,Arizona,West 
CW-11905_90004,Los Angeles,California,West 
CM-12115_10024,New York City,New York,East 
PT-19090_78207,San Antonio,Texas,Central
CL-12700_10009,New York City,New York,East 
HF-14995_21215,Baltimore,Maryland,East 
JC-15775_19143,Philadelphia,Pennsylvania,East 
JH-15910_30318,Atlanta,Georgia,South
CC-12610_27707,Durham,North Carolina,South
IM-15055_95661,Roseville,California,West 
BF-11170_95823,Sacramento,California,West 
CS-12355_6824,Fairfield,Connecticut,East 
MC-17605_60610,Chicago,Illinois,Central
MC-18100_77041,Houston,Texas,Central
LW-16825_85023,Phoenix,Arizona,West 
KH-16510_91767,Pomona,California,West 
RB-19645_30318,Atlanta,Georgia,South
GD-14590_98208,Everett,Washington,West 
EB-13705_77095,Houston,Texas,Central
PS-18760_19140,Philadelphia,Pennsylvania,East 
GH-14425_98105,Seattle,Washington,West 
LO-17170_61604,Peoria,Illinois,Central
CS-12505_90036,Los Angeles,California,West 
YS-21880_36116,Montgomery,Alabama,South
TC-20980_47905,Lafayette,Indiana,Central
PW-19030_10009,New York City,New York,East 
CS-11860_10024,New York City,New York,East 
DP-13165_60610,Chicago,Illinois,Central
BM-11575_90640,Montebello,California,West 
DL-13495_91360,Thousand Oaks,California,West 
BF-10975_8360,Vineland,New Jersey,East 
FC-14335_90503,Torrance,California,West 
MP-18175_45373,Troy,Ohio,East 
AJ-10795_22153,Springfield,Virginia,South
BC-11125_92020,El Cajon,California,West 
RS-19420_90036,Los Angeles,California,West 
NP-18670_85023,Phoenix,Arizona,West 
BT-11440_60423,Frankfort,Illinois,Central
BP-11230_90045,Los Angeles,California,West 
JO-15145_53132,Franklin,Wisconsin,Central
MF-18250_72209,Little Rock,Arkansas,South
MY-17380_78207,San Antonio,Texas,Central
SC-20230_90004,Los Angeles,California,West 
RF-19345_60610,Chicago,Illinois,Central
SG-20080_98105,Seattle,Washington,West 
TB-21520_77705,Beaumont,Texas,Central
MM-17920_23320,Chesapeake,Virginia,South
CG-12520_75217,Dallas,Texas,Central
TW-21025_98105,Seattle,Washington,West 
BD-11320_55407,Minneapolis,Minnesota,Central
HA-14905_45503,Springfield,Ohio,East 
LL-16840_90032,Los Angeles,California,West 
SS-20140_31907,Columbus,Georgia,South
CK-12205_44107,Lakewood,Ohio,East 
VS-21820_60540,Naperville,Illinois,Central
TN-21040_10009,New York City,New York,East 
HR-14830_92646,Huntington Beac,California,West 
JS-15595_60653,Chicago,Illinois,Central
BN-11470_94513,Brentwood,California,West 
AR-10405_48183,Trenton,Michigan,Central
SW-20455_98103,Seattle,Washington,West 
JE-16165_29406,North Charlesto,South Carolina,South
LH-16900_43229,Columbus,Ohio,East 
VG-21790_98103,Seattle,Washington,West 
EM-13960_94109,San Francisco,California,West 
EM-13825_90049,Los Angeles,California,West 
JH-15910_33407,West Palm Beach,Florida,South
NP-18700_60623,Chicago,Illinois,Central
SH-20635_95823,Sacramento,California,West 
BM-11785_98115,Seattle,Washington,West 
HG-14965_19143,Philadelphia,Pennsylvania,East 
BM-11140_93101,Santa Barbara,California,West 
PS-19045_10011,New York City,New York,East 
MS-17710_36830,Auburn,Alabama,South
JL-15235_10035,New York City,New York,East 
KM-16660_90032,Los Angeles,California,West 
RD-19900_94109,San Francisco,California,West 
ST-20530_19140,Philadelphia,Pennsylvania,East 
BP-11095_79907,El Paso,Texas,Central
TA-21385_60653,Chicago,Illinois,Central
PS-18760_79907,El Paso,Texas,Central
NP-18700_98105,Seattle,Washington,West 
SC-20260_10009,New York City,New York,East 
RD-19930_90032,Los Angeles,California,West 
TH-21115_19711,Newark,Delaware,East 
GM-14680_10011,New York City,New York,East 
JO-15550_95661,Roseville,California,West 
ZC-21910_60505,Aurora,Illinois,Central
AP-10720_10011,New York City,New York,East 
GK-14620_75217,Dallas,Texas,Central
HM-14980_90008,Los Angeles,California,West 
LS-16945_90004,Los Angeles,California,West 
AR-10570_31907,Columbus,Georgia,South
RH-19510_94110,San Francisco,California,West 
TB-21190_92503,Riverside,California,West 
JD-15895_29203,Columbia,South Carolina,South
MP-17965_10011,New York City,New York,East 
JB-16000_98632,Longview,Washington,West 
CC-12145_77095,Houston,Texas,Central
CY-12745_85234,Gilbert,Arizona,West 
EP-13915_72401,Jonesboro,Arkansas,South
DL-13315_30318,Atlanta,Georgia,South
SO-20335_90036,Los Angeles,California,West 
BP-11095_10024,New York City,New York,East 
JA-15970_48227,Detroit,Michigan,Central
BB-11545_33311,Fort Lauderdale,Florida,South
DK-13375_79605,Abilene,Texas,Central
RH-19600_23666,Hampton,Virginia,South
AG-10300_89115,Las Vegas,Nevada,West 
JB-15400_61107,Rockford,Illinois,Central
BC-11125_92677,Laguna Niguel,California,West 
KC-16675_40214,Louisville,Kentucky,South
DR-12940_61761,Normal,Illinois,Central
DW-13195_90045,Los Angeles,California,West 
ME-18010_77642,Port Arthur,Texas,Central
JF-15490_10009,New York City,New York,East 
SP-20860_60623,Chicago,Illinois,Central
KN-16390_45503,Springfield,Ohio,East 
DB-12910_93905,Salinas,California,West 
FM-14215_40475,Richmond,Kentucky,South
SM-20005_10035,New York City,New York,East 
AP-10915_80219,Denver,Colorado,West 
SP-20545_10024,New York City,New York,East 
RD-19585_10011,New York City,New York,East 
MC-17575_68025,Fremont,Nebraska,Central
EB-13750_10011,New York City,New York,East 
JE-15610_92105,San Diego,California,West 
CS-11860_33801,Lakeland,Florida,South
PB-19105_30080,Smyrna,Georgia,South
AT-10735_10009,New York City,New York,East 
SV-20365_19134,Philadelphia,Pennsylvania,East 
PJ-18835_75217,Dallas,Texas,Central
NM-18445_94521,Concord,California,West 
TR-21325_37211,Nashville,Tennessee,South
BF-11005_80013,Aurora,Colorado,West 
WB-21850_92804,Anaheim,California,West 
KH-16630_84062,Pleasant Grove,Utah,West 
KL-16645_97477,Springfield,Oregon,West 
MG-17890_97301,Salem,Oregon,West 
JF-15355_14609,Rochester,New York,East 
RS-19765_90008,Los Angeles,California,West 
NL-18310_90049,Los Angeles,California,West 
AS-10285_75081,Dallas,Texas,Central
SU-20665_60653,Chicago,Illinois,Central
CK-12205_78501,Mcallen,Texas,Central
JM-15580_98105,Seattle,Washington,West 
JE-15715_28205,Charlotte,North Carolina,South
AR-10825_94521,Concord,California,West 
AH-10075_19013,Chester,Pennsylvania,East 
GA-14515_90004,Los Angeles,California,West 
JF-15415_89431,Sparks,Nevada,West 
KH-16690_90032,Los Angeles,California,West 
CC-12685_42420,Henderson,Kentucky,South
JF-15565_62521,Decatur,Illinois,Central
RP-19390_10009,New York City,New York,East 
CD-11980_10011,New York City,New York,East 
DF-13135_10009,New York City,New York,East 
SM-20005_85254,Scottsdale,Arizona,West 
SG-20890_79109,Amarillo,Texas,Central
LH-16750_19140,Philadelphia,Pennsylvania,East 
EJ-14155_92704,Santa Ana,California,West 
KH-16330_43055,Newark,Ohio,East 
KM-16720_10035,New York City,New York,East 
LW-16990_89015,Henderson,Nevada,West 
IG-15085_98103,Seattle,Washington,West 
JP-15460_10009,New York City,New York,East 
GG-14650_98103,Seattle,Washington,West 
MM-18280_37167,Smyrna,Tennessee,South
SO-20335_98105,Seattle,Washington,West 
MF-18250_10035,New York City,New York,East 
JG-15160_30318,Atlanta,Georgia,South
JM-16195_19711,Newark,Delaware,East 
PK-19075_37211,Nashville,Tennessee,South
TT-21460_47374,Richmond,Indiana,Central
SS-20875_33180,Miami,Florida,South
TG-21640_63301,Saint Charles,Missouri,Central
HP-14815_23464,Virginia Beach,Virginia,South
MH-17290_19140,Philadelphia,Pennsylvania,East 
CB-12415_11561,Long Beach,New York,East 
VD-21670_77070,Houston,Texas,Central
SR-20425_35401,Tuscaloosa,Alabama,South
AG-10330_85204,Mesa,Arizona,West 
BP-11095_28540,Jacksonville,North Carolina,South
JW-16075_60610,Chicago,Illinois,Central
LH-16900_31907,Columbus,Georgia,South
KT-16480_7050,Orange,New Jersey,East 
CC-12220_90032,Los Angeles,California,West 
BF-11170_60623,Chicago,Illinois,Central
MS-17770_23223,Richmond,Virginia,South
AH-10030_12180,Troy,New York,East 
CK-12595_2908,Providence,Rhode Island,East 
NP-18325_94122,San Francisco,California,West 
SG-20605_94109,San Francisco,California,West 
HK-14890_77070,Houston,Texas,Central
MY-18295_19140,Philadelphia,Pennsylvania,East 
RC-19960_21215,Baltimore,Maryland,East 
JO-15145_30605,Athens,Georgia,South
MW-18220_43130,Lancaster,Ohio,East 
NZ-18565_90032,Los Angeles,California,West 
JM-15250_21215,Baltimore,Maryland,East 
ED-13885_77095,Houston,Texas,Central
DW-13480_92024,San Diego,California,West 
JK-15205_33012,Hialeah,Florida,South
JS-15880_30318,Atlanta,Georgia,South
PO-19180_98103,Seattle,Washington,West 
PO-19180_10035,New York City,New York,East 
HF-14995_33311,Fort Lauderdale,Florida,South
VB-21745_14609,Rochester,New York,East 
MG-17890_60174,Saint Charles,Illinois,Central
BO-11425_10024,New York City,New York,East 
CM-12115_94109,San Francisco,California,West 
LC-16930_85023,Phoenix,Arizona,West 
EH-13765_98115,Seattle,Washington,West 
MC-17275_93010,Camarillo,California,West 
HW-14935_48205,Detroit,Michigan,Central
LC-16870_94109,San Francisco,California,West 
BP-11290_19140,Philadelphia,Pennsylvania,East 
TG-21310_10035,New York City,New York,East 
MC-18100_60623,Chicago,Illinois,Central
RB-19360_94122,San Francisco,California,West 
ES-14080_19134,Philadelphia,Pennsylvania,East 
RD-19720_94122,San Francisco,California,West 
SC-20380_6824,Fairfield,Connecticut,East 
GB-14575_10011,New York City,New York,East 
FP-14320_90049,Los Angeles,California,West 
EA-14035_19143,Philadelphia,Pennsylvania,East 
SC-20305_95123,San Jose,California,West 
JF-15355_91104,Pasadena,California,West 
TP-21415_19134,Philadelphia,Pennsylvania,East 
RL-19615_90049,Los Angeles,California,West 
SB-20170_90032,Los Angeles,California,West 
JS-15595_43229,Columbus,Ohio,East 
BP-11155_90008,Los Angeles,California,West 
