BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
Doberman Pinscher	0.2	0	0	0		2.75	4	0	0.3333333333	0.125	1	2.5	2	3
German Shepherd	0.5	0	0	1	4	2.25	2.6666666667	0	1	2.25	3	3	4	2.5
Doberman Pinscher	1.1	0	1.25	1.25	0.75	2.625	0.25	1.75	0.4	0.5	0.25	1.8333333333	1.8333333333	3.5
Akita	0.2222222222	0	3.5	0.25	0.25	2.75	2	0.25	1.8	0.625	0.3333333333	2.1666666667	2.5	0
Australian Shepherd	0	0	0.75	0.5	0.25	3.375	0	0	0.1666666667	0	0.5	1.6666666667	3	4
Mixed Breed/Unknown	0.4	0	2	3		3	2.75	1.5	1.3333333333	0	0	2.6666666667	1.6666666667	2.5
Poodle (Miniature)	0	0	0	0.5	0.5	2.5	3	0	0.1666666667	0	1		2	1.5
Maltese	2.1	0.125	2.25	1	0	3.375	2	2	0	1.75	0.75	2.5	3.6666666667	1.5
Cocker Spaniel (American)	2.1111111111	0.25	1		0	1.5714285714		3.5	2.3333333333	1.75	0	3.3333333333	1.1666666667	3
Cocker Spaniel (American)	3.7777777778	0.75	4	1	1.75	1.625		3	2	3	0.75	3.3333333333	3.6666666667	4
Cocker Spaniel (American)	2.6666666667	1.125	1.75	1.5	1	3		2	0.6666666667	1	0.25	3.3333333333	2	2
Newfoundland	0.2	0	0	0	0	3.1428571429	2.5	0	0.6666666667	0.25	1	2.1666666667	0.8333333333	0.5
Newfoundland	0.2222222222	0	0	0	0	2.8571428571	3.25	0	0.6666666667	1.125	0	2.1666666667	1.6666666667	2
Belgian Sheepdog	2.2	0	3.5	2.25	0.75	3.75	4	2	0	1.25	0	3.6666666667	3	4
Jack Russell Terrier	0.8	0	2	0		2.875	2.25	0	2.1666666667	0.125	0.25	1.1666666667		3
Flat-Coated Retriever	0	0	0.25	0.5	0	3.25	1.5	0	0	0	0	1	1.3333333333	2
Vizsla	0.4	0	0.25	0	0.5	3.5714285714	2.5	0	0.8333333333	0.125	0.25	2	1.8333333333	2
Chihuahua	0.1	0	0.75	1	0	2.8571428571	2.5	0	0.3333333333	0.125	0.25	2	2	2
Vizsla	0.4	0	1	0.5	0.5	2.7142857143	2.5	0	0.8333333333	0.25	0.5	2	1.6666666667	2
Vizsla	0.9	0	1	0.25	0.5	3.1428571429	3.25	0.25	0.1666666667	0.125	0	2.3333333333	2.3333333333	2.5
Shiba Inu	0.3	0	1	1.25	0.25	2	2.25	3	2.3333333333	0	1.25	1.1666666667	0.6666666667	2
Australian Cattle Dog	0.7	0.125	0.75	1	1.25	3	0	0.5	0.5	0	0	2.1666666667	3	0
Shih Tzu	0	0	0	0.5	0.5	3.1428571429	1.75	0.25	0.3333333333	0.5	0.5	2	2.1666666667	2
Collie	0	0	0	0.25	0	3.5	0.5	0	0.1666666667	0.25	0.75	1.5	2.1666666667	1
Shih Tzu	0	0.5	0	0	0	1.625	1.25	0	0.3333333333	0.25	2	2.5	1.3333333333	2.5
Mixed Breed/Unknown	0.1	0	0.25	0	0	2.875	0	0	0.3333333333	0	0	2	1	1
Mixed Breed/Unknown	1.75	0	2.25	1.5	0	2.5	2.25	0.75	0.8	0.5		2.4	2.5	2
Nova Scotia Duck Tolling Retriever	0.3	0.25	0	0	0.25	2.5	2.5	0	0.1666666667	0.625	1.25	2.1666666667	1.5	1.5
Poodle (Toy)	0.7	0.375	1	0.3333333333		3.125	1.75	0	0.1666666667	0.125	0	2.1666666667	1.8333333333	1
Shetland Sheepdog	0.7	0	0	0	0.5	2.875	1	0	0.5	0	0	2	2	1
Shetland Sheepdog	0.9	0	0.5	0.25	1	2.875	2.5	1.25	1.5	0.25	0.5	1.5	1.1666666667	1.5
Shetland Sheepdog	0.5	0	0.5	0.25	0.25	3.625	1.25	0.5	0.3333333333	0	0	1.5	2.5	2
Australian Shepherd	0.5	0	0	0	1.5	2.5714285714	2.75	1.5	0.6666666667	0.375	0.3333333333	1	1.8333333333	4
Mixed Breed/Unknown	0	0	0	0	0	3.875	1.5	0	0.1666666667	0	0	2	0.1666666667	0
Greyhound	0	0.75	1.25	0	1.5	2.5714285714	3.25	0	0.1666666667	0.5	1.5	1.5	1.6	2
Rottweiler	1.4	0.375	1.3333333333	1.6666666667	1	3.5	2.3333333333	1	0.5	0.125	1	1.6666666667	2	0
Flat-Coated Retriever	0.2	0	0.25	0	0	1.875	2.6666666667	0	0.3333333333	0	0.25	2.6666666667	1.1666666667	4
Irish Setter	0.2	0.125	1.25	1	1.75	2.75	2.5	0.25	1.1666666667	0	2.5	2		1.5
Great Dane	0	0	0	0.25		2.8571428571	1.3333333333	0	0.6	0	0	2	2	1.5
Australian Cattle Dog	0	0	1.25	2.25	0.25	1	4	0	0.3333333333	0	0	1	0.8333333333	0
Rottweiler	0.5	0	0.25	0	0	3.25	1.5	0	0	0	0	1.3333333333	1.2	2
Rottweiler	0.4	0	0	0	0	3.625	1.25	0	0	0	0	1.3333333333	1.8	3
Scottish Terrier	0.3	0	0	0	0.25	3.2857142857	0.75	0.5	0.1666666667	0	0.25	0.8333333333	0.4	1
Scottish Terrier	0.1	0	0	0	0	3.1666666667	1.75	0	0.1666666667	0	0	0.8333333333	0.6	1
Rottweiler	0.2	0	0.25	0.5	0.75	3	2.6666666667	0.25	0.3333333333	0.5	0	2.3333333333	2.6666666667	2.5
Fox Terrier (Toy)	0.2	0	0.5	0.25	0	3.375	2.75	0.25	0.3333333333	0.25	1.75	1.6666666667	2.3333333333	3
Mixed Breed/Unknown	0.5	0.125	0	0	2.25	2.5	3	1.5	1.3333333333	0.5	0.25	1.6666666667	1	1
Great Dane	0	0	0	0.25	0	2.875	1	0	0.4	0	0	1.4	0.8333333333	1.5
Mastiff (English)	0.5		0	0	3.5	2.25		2	1.1666666667	0	1.6666666667	1.8333333333	0.8333333333	2.5
Mastiff (English)	0.3333333333	0	1	0.75	0.5	2		0	0	0	1	2.6666666667	3	1.5
Mixed Breed/Unknown		0	1.6666666667	1.3333333333		2.2857142857	3.25	1.3333333333	0.6666666667	0.75	0.75	1.5	1.6	1.5
Jack Russell Terrier	1.3	0.25	2.75	1.25	0.25	2.875	3.25	0.25	0.6666666667	0.375	1.25	2.8333333333	3.8333333333	2.5
Brittany	0.4	0	0.25	1.75	0	2.75		2	2	1	0.75	2	1.8333333333	3
Mixed Breed/Unknown	0.2	0	2	3.6666666667		2.5	3.5	0	1	0.875	1	3.1666666667	1.8333333333	2
Beagle	0	0.625	2	2	0.5	1.75	3.5	0.25	1.6	1.625	1	2.1666666667	1.3333333333	2
English Coonhound	2.3	2.625	2	1.75	3.25	2.25	4	2	1.1666666667	1.375	1.75	1.1666666667	1.6666666667	1
Shih Tzu	1.4	0.625	1.75	1.75	1	2.625	3.5	1	1.5	0.75	1.25	1.1666666667	3	3
Pointer			0			3.375		0						2.5
Golden Retriever	0	0	0	0.75	0	2.75		0	0.1666666667	0	0	3	1	2
English Springer Spaniel	0.25	0	0.25	0	0	3		1.25	0.3333333333	0.125	0.25	3.3333333333	2.1666666667	2
Mixed Breed/Unknown	1.2	0	3.3333333333	0		2.625	3.25	1.25	0.6666666667	0.25	3	2	2.3333333333	1
Shiba Inu	0.9	0	3	0.5	0.25	1.875	3.5	2.5	0.3333333333	1.25	0	1	0.6666666667	2
Bichon Frise	0.2	0	0.25	1.25	0.75	2	2.25	0.75	0.8333333333	1.125	0.75	1.1666666667	2.3333333333	0
Labrador Retriever	0.1	0	1.25	1.25	0	2.875	1.3333333333	0	0.5	0.5	1	2.3333333333	2	3
Mixed Breed/Unknown	1.2	0	2	0	0	1.75	3.25	0	0.8333333333	1.125	0	2.6666666667	2.6666666667	3
Shiba Inu	0.6	0	1.3333333333	2	0	2.5	3.25	0	0.1666666667	0.5	1	3	1.3333333333	2.5
Australian Cattle Dog	0.6	0	0.5	0	1	2.125	2.25	0	0.6666666667	0	1.25	2.1666666667	2.5	1
Poodle (Standard)	0	0.125	0	0.75	0.25	3.125	3.5	0.25	0.1666666667	0.125	0.75	2	1.8333333333	0
Mixed Breed/Unknown	0	0	0.25	2	0	3.125	0	0.25	0.1666666667	0	0	1.6666666667	1.5	1
Labrador Retriever	2.3333333333	0.75	2		1.5	2.625	3.75	0	0.6666666667	0	1.3333333333	2.1666666667	1.3333333333	1.5
Labrador Retriever	0.6	0	0	0	0	3	3.5	0	0.8333333333	0	0.25	3.3333333333	2.5	2
Mixed Breed/Unknown	3	0			0.6666666667	2.125	4	4	1.8	0.75	0.6666666667	2.1666666667	2.3333333333	1.5
Australian Cattle Dog	1.4	0	2	4		2.8571428571	3.25	2	0.3333333333	0	0	1.6666666667	1.8333333333	3.5
Rat Terrier	3	0	3.5	0		1.75	1.75	0	0.8	0.75		3.1666666667	3.4	2
Scottish Terrier	0.3	0	0.5	0	0	2.25	3.25	0	0.3333333333	0.375	0	2.5	2	3
Doberman Pinscher	0.5	0			0	3.125	3.75	0.75	0.3333333333	0.625	0	1.2	2.5	2
Collie	0.7	0	0	0.25	0.25	3.375	2	0	0	0	0.25	0.6666666667	2.6666666667	3
Yorkshire Terrier	1.8	0.25	2.25	1		2.625	1.75	2	1	0.625	0.5	3.5	2.6666666667	2
Great Pyrenees	1.3	0.125	1.75	0	1	2.75	2	0	0	0	0	0.6666666667	2.6666666667	0
Mixed Breed/Unknown	1	0		0	0	2.5		0.5	0.5	1.25	0.5	2.6666666667	2.3333333333	3.5
Fox Terrier (Wire/Wire-haired)	0	0.25	0.75	1		2.125		0.5	1.6	1	0	2.3333333333	1.5	0
Golden Retriever	1.5	0	2.5	1	2.5	2	4	2	1.8333333333	1.5	0.5	2.1666666667	2	2
German Shepherd	1	0	1.25	1	0.25	2.75	2.5	1.25	0.6666666667	0.875	0	2	1.5	3
Labrador Retriever	0	0.125	0	0		2.75		0	0.8333333333	0.5	0	1.8333333333	1.3333333333	2
Mixed Breed/Unknown	0	0	1	0.25		2.125	3.5	0	0.6666666667	0	0	2.6666666667	3	4
Soft Coated Wheaten Terrier	0.1	0	0.5	1	0	3.5	2	0.75	2.1666666667	0	1	3.6666666667	1.6666666667	2
Mixed Breed/Unknown	3	0.125	3	3	0.5	2.125	3.5	3.5	2.4	0.875	0.3333333333	1.5	2	2.5
Doberman Pinscher	1.3	0	0.25	0	1	3.25	3.5	0	0.1666666667	0.625	0.25	2.1666666667	1	3
Bernese Mountain Dog	0	0	0	0.25	0	2.25	1.75	0	0.8333333333	0	1.5	3.1666666667	3	2.5
Standard Schnauzer	0.6	0.25	0.6666666667	1	1.25	2.375	2.75	0	0.6	0.25	0.5	1	1.3333333333	1.5
Mixed Breed/Unknown	0.8	0.7142857143	2.3333333333	0		2.5	3	0.5	0.8333333333	1	1.75	1.8333333333	2.3333333333	3.5
Bull Terrier	0.2	0.125	0.5	0.5	0.75	3.25	2	0.25	1.6666666667	0.5	0.25	1.6666666667	1	2.5
Mixed Breed/Unknown	0.1	0	1.25	0	0.25	2.4285714286	1.75	0	0.1666666667	0	0.75	1.8333333333	1.6666666667	2
Mixed Breed/Unknown	0.1	0	3.6666666667		1	3.4285714286	3.5	0	0.3333333333	0.125	0.6666666667	1.6666666667	2	2
Golden Retriever	0	0.125	0.6666666667	0		2.6666666667	2.5	0	0.8333333333	0.75	0	1.1666666667	2.4	0.5
Belgian Sheepdog	3.5	0	2.25	0	0.25	2.5	0	0	0	1.5	0	2.6666666667	3.3333333333	3
Mixed Breed/Unknown	0.5	0	0	0	0	3.1666666667	2	0.75	0.8333333333	0.125	0	2	2.1666666667	0
Mixed Breed/Unknown	0	0	1.5	2.25	0	3.125	2.25	0	0.8333333333	1.625	0	2.5	1.8333333333	2
Mixed Breed/Unknown	1.1	0	1.25	1.75	0	2.25	0.75	0.75	0.6	0.8333333333	0	1.5	2.5	1
Mixed Breed/Unknown	0.8	0	1	1.5	0.25	3.625	2.25	0.5	0.8333333333	0.25	0.5	1	1.6666666667	2.5
Akita	0.6	0	2.5	2.75	0.25	2.25	3.25	0.5	0.6666666667	0	0.5	2	1	1.5
Akita	0.7	0	1.25	0.75	1.5	2.8333333333	2.75	0.5	1	0.75	1.5	1.6666666667	2.1666666667	1.5
Chow Chow	1.2	0.125	0.25	0	0.25	2.125	3.5	3	0.8333333333	0.5	0.3333333333	1.6666666667	2	1.5
Mixed Breed/Unknown	0	0	3	3	0	3	3	0	1.1666666667	1.625	1	2	1.6666666667	2.5
Mixed Breed/Unknown	0.1	0	0	0	1.5	3.625	2.25	0	0.6666666667	0	0.25	1.3333333333	1.3333333333	1
Australian Shepherd	0	0.125	0	0	0.25	3.625	2.5	0.75	0.6666666667	0	0.25	3	2.1666666667	3
Mixed Breed/Unknown	1.1	0	0	0.5	0	2.1666666667	2.25	2	1.4	0.125	1.25	2.5	2.3333333333	3
Vizsla	0.6	0	0.5	0.5	0	2.25	4	0	1.3333333333	0.125	1	3.5	2.3333333333	4
Vizsla	0.8	0	1	1.5	0.5	2.5	3.75	0.25	0.5	1.375	0	3.5	3.8333333333	1
Belgian Tervuren	0.3333333333	0	0	0	0	3.375	1	0.25	0.8333333333	1.25	0	2.6666666667	2.3333333333	3
Brittany	0	0	0	0		3.125	1.5	0	0	0.875	0	2.1666666667	2.1666666667	3
Rottweiler	0.4	0	2	0.6666666667		2.375	3	0.75	1	1	0	2	1.8333333333	3
Flat-Coated Retriever	0	0	1.5	0.25	0	3.5	0.25	0.25	0.1666666667	0	0.25	2.3333333333	1.8333333333	3
English Springer Spaniel	1	0.5	1	1	1	2.75	3.25	0.5	0.5	0.375	0	3	1.3333333333	3
Mixed Breed/Unknown	0	1.375	0	0	1.25	3	2	0	0.1666666667	1	0	2	3	1.5
English Bulldog	1.5555555556	0.2857142857			0	1.5	1		2	0.375	2.6666666667		2	3
Bernese Mountain Dog	0	0	0	1	0	2.75	1.3333333333	0	0.6666666667	0.25	0.6666666667	1.8333333333	2	2.5
Boxer	1.9	0	1.75	0.5	0	3.125	0		1.3333333333	0.5	0.75	2.3333333333	2.3333333333	2
Chesapeake Bay Retriever	0.9	0.375	1	1.3333333333	0	2.625	3	0.75	1	1.375	1	2.3333333333	2.5	2.5
American Pit Bull Terrier	0	0	1.5	0	0	3.25	0	0	0.5	0	0	1.3333333333	1.5	2
Boxer	0.8	0.125	1	0.5	0.5	2.25	3.5	0.25	1.8333333333	1	0	2.1666666667	2.5	1.5
Portuguese Water Dog	0.1	0	0.5	0	0	3.375	1	0	0.6666666667	1.375	0.75	0	1.8333333333	0.5
American Pit Bull Terrier	0.1111111111	0	0.25	0.75	0.25	2.625	3.25	1.5	0.8333333333	0	1.5	1.8333333333	2	3
Jack Russell Terrier	0	0	0	0	0	2.75	3.5	0	0	0.125	0	0.8333333333	1	2.5
Jack Russell Terrier	0	0	0.25	0	0	2.5	4	0	0.6	0.125	0	1.8333333333	2	2.5
American Eskimo Dog	1.75	0.5	2.25	2		2.5		1.5	1	0.25	1	2.1666666667	2.6666666667	2
Poodle (Toy)	0	0	0			1.625	0.3333333333	4		1.375	2.75	1.2	2.6666666667	0.5
Jack Russell Terrier	0	0.25	0	0	0	2.625	4	0	0.5	0.625	0	1.5	1.8333333333	3
Australian Shepherd	1.2	0	2	3.75		2.75	3.25	2.25	1.8333333333	0.75	2.75	3.1666666667	3.1666666667	1
Maltese	1.5	0.5714285714	1	0.25	0.75	2.1666666667	2.75	2.75	1.3333333333	0.125		3	1.3333333333	1.5
Maltese	0.3333333333	0.7142857143	1.25	0.5	0.6666666667	1.25	1.25	2	2.6666666667	0.25		2	1.8333333333	1
Maltese	0.3333333333	0.8571428571	0.25	0.25	0.5	2.375	2	0.5	1.1666666667	0.25		1	1	1.5
Bouvier des Flandres	0.1	0.125	0	0	0	2.5	3.25	0	0.2	0.5	0.75	2	2.2	2.5
Bouvier des Flandres	0.6	0.125	4	3	0.25	1.625	3.25	2	2.8333333333	0.25	0.5	1.8333333333	0.6	1.5
Dalmatian	0.5555555556	1.625	0	1.6666666667		2.4285714286	2.6666666667	3		2.75	2.75	2.6	4	4
Pembroke Welsh Corgi	1	0.75	0.5	0.5	0.5	2.75	1.75	0	1.8333333333	0.75	1.5	2.5	2.5	2.5
Pembroke Welsh Corgi	0.1	0	0.5	0.25	1.25	2.75	1	0	0.5	0.375	0.25	0.8333333333	3	2.5
Bouvier des Flandres	0	0	0	0.5		3	3	0	1	0	0	1.3333333333	1.5	1
Belgian Sheepdog	0	0	1.25	0.75	0	3.625	0.75	0.25	0.6666666667	0.25	1.25	1.6666666667	3.1666666667	3
Rottweiler	0	0.125	0	0.5	0.25	3.25	0	0	0.6666666667	0.375	0.5	1	2.3333333333	1.5
Labrador Retriever	0	0	0	0.75	0	3.625	2.5	0.5	1.6666666667	0.5	0.5	1.8333333333	1.8333333333	2
Mixed Breed/Unknown	1.7	0.125	0.25			3.125		0	0.1666666667	0.125	0	1.1666666667	2.1666666667	4
Pekingese	0	0	0	0	0	1.1666666667		0.5	2	1.25	1	3.5	1.3333333333	3.5
Soft Coated Wheaten Terrier	1.5	0	0.75	0.5	0	2.625	1.5	0	0.1666666667	0.625	0	3	1.5	3
Boxer	1.2	0	1	0	0.5	2.875	2	0	0.1666666667	0	0	2	2.8333333333	2.5
Boxer	0.6	0	0.5	0	1	3.5	1.5	0	0.3333333333	0	0	1.3333333333	3.1666666667	2
Labrador Retriever	0	0	0	0.3333333333		2	2.6666666667	0	0.8	1	0.5	2.6666666667	1.6	3
German Shepherd	0.7	0.125	0.75	0.25	0	2.75	0.5	0.75	0.5	0	0	0.5	1.5	0.5
Collie (Rough)	0	0	0	0		3.625	1.75	0	0.8333333333	0	0	1.5	1.5	2
Collie	0	0	0	0.25	0	3		0	0.3333333333	0.5	0.5	1.3333333333	1.5	0.5
Belgian Malinois	0.7	0	1.25	2	1.75	4	2.5	0.25	1.3333333333	0	0.25	2.1666666667	2.5	3
Belgian Malinois	1.5	0	3.25	1	0.25	2.75	2.25	0.5	0	0.75	0	2.8333333333	3	2.5
Eurasier	0.3	0	0.75	0.25	0.75	2.375	2.5	0.5	0.5	0.75	0	2	2.1666666667	2.5
Poodle (Standard)	0.2222222222	0	1.3333333333	0.3333333333		2.5714285714	2.25	0	0.3333333333	0	0.25	1	0.1666666667	2
Golden Retriever	0	0	3	3.3333333333		1.375	2.6666666667	0	1.3333333333	2.375	0	1.6	1	0.5
Great Pyrenees	0.6	0	0.5	0.5	0.25	2.375	0.25	0	0.3333333333	0.75	0	0.6666666667	2.1666666667	0
Mixed Breed/Unknown	0.6	0.125	2.25	2.5	0	2.5	1.75	0.75	0	1.375	0.3333333333	3	1.5	2
German Shepherd	0.4	0	3.5	3.25	0	3.5	3	0.5	1.1666666667	0	0	1.1666666667	1.8333333333	1
Weimaraner	0.4	0	0.25	0.75	0	3.25	3.5	0	0	0.125	0	1.8333333333	0.5	0.5
Weimaraner	0.1	0	0.5	0.75	0	3.625	3.5	0	0.1666666667	0.25	0	2.5	1.3333333333	2
Rhodesian Ridgeback	0	0	2.25	3	0	3	2	0	0.8333333333	0.125	0.75	1.6666666667	3	0
Golden Retriever	0	0	0.25	0.5	0	2.25	0	0	1.2	0.375	1.5	1.3333333333	2	1.5
Greyhound	0.2	0	0	1		2.5	3.25	3.75	2	2.1666666667	0	2.3333333333	2.2	0
Golden Retriever	0.6	0	0	0.25	0	3.5	0.75	0	1.4	0.5714285714	0	2.3333333333	2.8333333333	1
Mixed Breed/Unknown	1.1111111111	0.5	1.25	0.75	0.25	2.375	2.5	2	1	0.625	1	1.3333333333	2.5	3
Border Collie	0.3	0	0.5	1.25	0.25	3.1428571429		0.5	1	0	0.25	2	1.8333333333	2
Labrador Retriever	0.2	0	0	0	0	2.25	0	0.25	0.8333333333	0	0.5	0.5	1	0
Cocker Spaniel (American)	0.9	3.375	0.3333333333		3.6666666667	2.25	3.25	0	1	2.5714285714	2.25	3.6	3.6666666667	4
Mixed Breed/Unknown	1.3	0.125	1	0.5		2.875	2.5	1.5	0.2	0.125	0	2.1666666667	2.8333333333	2.5
German Shepherd	0.75	0			0	3.375	4			0.5	0	1.3333333333	3.5	1
Bernese Mountain Dog	1	0	0	0		2	1	0	0	0.125	0.3333333333	1.3333333333	1.3333333333	1
Labrador Retriever	0	0	0	0.25	0	3	0	0	0.3333333333	0.125	1.5	0.3333333333	1	0
Labrador Retriever	1.3	0.625	1.75	2.75	1.5	2.5	2	1.5	3.1666666667	1.75	3.5	3.1666666667	1.5	0
American Pit Bull Terrier	0	0	0	0.25	0	2.125	1.5	0	0.1666666667	0.125	0.5	1.1666666667	0.8333333333	2
Eurasier	0.1	0		0		2.75	2	0	0.5	0	0.5	1.6666666667	2	2.5
German Shepherd	0	0	3.3333333333	0.3333333333	0.5	3.125	2.25		0.6	3.4285714286	0.75	2.1666666667	3	2
Doberman Pinscher	1.3	0.25	1.5	0		2.75	1.5	0	0.5	0.625	0	1.3333333333	2	2.5
German Shepherd	1.5	0	0.25	0	0	2.875	1.5	0	0.1666666667	0.25	0	1.8333333333	2.6666666667	4
Border Collie	0.1	0	0	0.25	0.5	3.625	1	0.25	1	0.25	0.5	1.5	1.3333333333	1.5
Mixed Breed/Unknown	0.5	0.375	1.5	0.25	1.25	3.2857142857	1.75	0.25	0.6666666667	0.125	0.25	1.6666666667	1.5	1
Pembroke Welsh Corgi	0.4	0.125	1.75	0	0.5	2.875	1.75	0	0.3333333333	0.875	0.5	2	1.8333333333	4
Mixed Breed/Unknown	1	0	0.75	0.75	0.25	2.5	3.6666666667	3	3.1666666667	1.75	1		1.8333333333	2.5
Mixed Breed/Unknown	0.5555555556	0	1.75	1		3.25	1.25	0	0.6666666667	0.375	0	1.8333333333	0.8333333333	1.5
Labrador Retriever	0	0	0.25	0	0	3.5	1	0	0.1666666667	0.25	0	0.8333333333	1.5	2
Border Collie	0.2	0	0.75	0.5	0.25	2	0.75	0	1	1.25	0.5	2.8333333333	1.1666666667	2
Rottweiler	1	0	0	0.5	0.25	2.5714285714	1	0.25	0.5	0.375	0	2.8333333333	0.3333333333	1.5
Siberian Husky	0.1111111111	0	0.25	0	0.75	2.375	3.25	1.75	0.4	0.25	1	2.1666666667	1.8333333333	3
Nova Scotia Duck Tolling Retriever	0.4	0	0.75	0.25	0.75	2.75	2.5	0	1.1666666667	0.125	0	2	2	3
Pit Bull	0.3	0	4	0	4	2.625	3	0	0.6666666667	0.5	0	1.6666666667	1.8333333333	2.5
Mixed Breed/Unknown	0.6	0.125	0.25	0.25		2.875	2.5	1.75	0.5	1.75	0.5	3.1666666667	3	3
Mastiff (English)	0.4	0	0	0.5	0	2.125	3.25	0	0.6666666667	1	0.75	2.6666666667	2	0
Mixed Breed/Unknown	0.8	0	3	0.5	0	2.1428571429	3	1	2	2.125	0.75	3.6666666667	3	0
Rottweiler	2	0.25	2	1.75	0.25	2.875	3.25	1.75	0.3333333333	0	0.6666666667	2	1	0.5
Rhodesian Ridgeback	0	0	0	0.25	0.25	2.875	2.5	0	0.1666666667	0.125	0.25	2	1.6666666667	2.5
Pit Bull	0.5	0	0	0.25	0	2.5	1.75	0	0.5	0	0.75	0.5	1.3333333333	1
Bichon Frise	0.6	0.125	0.25	0.5		2.25	1.25	0	0.6666666667	0.375	1.25	2.5	1.8333333333	2.5
Chinook	0	0	0.5	0.25		3.375	2.75	0	0.8333333333	1.375	0.25	0.6666666667	2.8333333333	0.5
Border Collie	1.3	0	1	0.5	0.5	2.375	1.75	2.5	2.1666666667	0	1.5	2.3333333333	1.5	3
Poodle (Standard)	0	0	0	0	0	2.625	1.3333333333	0	0.1666666667	0	0	1.5	1.1666666667	2.5
German Shepherd	0.3	0	0.5			1.5714285714	2	0	2.1666666667	0	2.75	1.8333333333	3.6	2
Jack Russell Terrier		0	2.25	0	0	0.8571428571	0.6666666667	1.6666666667	3.6666666667	0.25	2	2.6666666667	2.1666666667	0
Mixed Breed/Unknown	1.1	0	1	3.5	2	2.625	2.25	4	1.6666666667	2.25	2.25	2	3.5	1
Mixed Breed/Unknown	2.9	0.125	3	1		1.875	3.75	2	1.8333333333	1.875		3.3333333333	3.2	2
Rhodesian Ridgeback	0.2	0	1	0.3333333333	0	2.5	4	0.25	0	0.5	0	2.6666666667	2.5	2.5
Jack Russell Terrier	0	0	1.5	1.75	1.75	2.5	2.5	0.5	2	0.875	0.5	1.5	1.8333333333	2
Mixed Breed/Unknown		0				1.3333333333				0.25				0
Mixed Breed/Unknown	1.4	0.125	4	2.5		2.875	2.75	0.5	0.8333333333	1.875	3.25	3.3333333333	3.1666666667	2.5
Cocker Spaniel (English)	0.2	0	0.75	1	0.25	3	2.5	0	0.1666666667	0.125	0.75	0.6666666667	1.6666666667	2
American Eskimo Dog	2.5	0	3	3.75	2	2	2.25	3	1.5	0.25	1.5	3.1666666667	2	2.5
Soft Coated Wheaten Terrier	0.6	0	3.5	1.5	0	2.75	2.75	0.75	1	0.375	0.75	4	4	1
Lhasa Apso	0.5	0.625	1.25	1	2	2	0.5	0	0.1666666667	0.125	0.75	1.5	1.1666666667	0
Greyhound	0	0	0	0	0.25	2.5	1.5	0	0.6666666667	0	0.5	2	1	3
Mixed Breed/Unknown	0.1	0	0.5	0	0	3.25	1.75	0	0.1666666667	0.5	0.5	2.1666666667	1.6666666667	2
Mixed Breed/Unknown	0.9	0	0.75	1.75	0	2.125	2.75	1.25	2.1666666667	0	0.75	2.3333333333	2.1666666667	4
Bullmastiff	1.9	0	1	0.5	0	2.75	0.25	1	1.1666666667	0.125	1.75	2	1.1666666667	1
Jack Russell Terrier	0.5	0	1		0.25	2.5	0.75	0.25	0.6666666667	1.5	0.25	3.5	1.6666666667	4
Jack Russell Terrier	2	0.625	0.75	1.25	2	2.125	3.75	1	1.5	0	0.5	3.1666666667	1.8333333333	4
Jack Russell Terrier	0.3	0	1	2.5	0.75	2.4285714286	2.5	0.75	0.6666666667	0	0.3333333333	2.6666666667	2.5	1.5
West Highland White Terrier	0.3	0	0.25	1	0.25	3.25	1.5	0.25	0.3333333333	0.5	0.5	1.5	1.5	1
Labrador Retriever	0.3	0.125	0.5	0.75	0.75	2	3.5	0	1.1666666667	1.5	0.6666666667	3.6666666667	2.1666666667	4
Rottweiler	0.5	0	0.25	0.5	0.25	3.1428571429	0.25	0	0.3333333333	0.125	0.25	1.3333333333	0.8333333333	1.5
Mixed Breed/Unknown	1	0	1	1.75	0	3.125	1.25	2.5	0.3333333333	1	0.25	1.8333333333	2.5	1.5
American Pit Bull Terrier	0	0.75				2		0	0.2	0.5		1.4	3.6	3
Mixed Breed/Unknown	0.3	0	3.5	4	0.5	2.25	3.5	2.5	0.6666666667	1.125	1.5	3	2.8333333333	1
Mixed Breed/Unknown	0.6	0	0.5	0.5	0	2.75	2.5	0.75	0.5	0.625	1.5	2.3333333333	2.6666666667	2
American Pit Bull Terrier	0.2	0	0.3333333333	0		1.875		0	0.6666666667	0	0.25	2.3333333333	1.6666666667	2
Mixed Breed/Unknown	0.6	0.625	1	0.75	1	1.625	0.5	0	0	0.75	0.5	4	3.1666666667	2
Australian Cattle Dog	0.3	1.875	0.75	0.75	0.25	2.75	3	0	1	0.75	1.5	1.8333333333	2.1666666667	2.5
Siberian Husky	0	0	0.25	0	0.25	2.875	1.25	0	0.1666666667	0	1.5	1.6666666667	1.3333333333	0.5
Poodle (Standard)	0.2	0		0.25		2.625	2	0.5	0.8	0.375	0.3333333333	1	1.5	2.5
Australian Cattle Dog	1.8	0	1.75	1.75	0	2.375	1.75	1.5	0.2	0	2	2.3333333333	2.3333333333	3.5
Border Collie	0.2222222222	0.125	0.75	1.75	1	2.625	2.25	0.75	2.5	0.8571428571	2.5	1.8	2.3333333333	2
